Desired=Unknown/Install/Remove/Purge/Hold
| Status=Not/Inst/Cfg-files/Unpacked/Failed-cfg/Half-inst/trig-aWait/Trig-pend
|/ Err?=(none)/Hold/Reinst-required/X=both-problems (Status,Err: uppercase=bad)
||/ Name                                           Version         Description
+++-==============================================-===============-===================================================
ii  applist                                        1.5.7           Allow extensions to read the list of installed apps
ii  apr-lib                                        1.3.3-2         just the /usr/lib folder from APR
ii  apt                                            1:0-23          any advanced packaging tool from Debian
ii  apt7                                           0.7.25.3-6      the advanced packaging tool from Debian
ii  apt7-key                                       0.7.25.3-3      repository encryption key management tool
ii  apt7-lib                                       0.7.25.3-11     the advanced packaging library from Debian
ii  apt7-ssl                                       0.7.25.3-3      advanced packaging from Debian /via SSL/
ii  base                                           1-4             underlying system directory structure
ii  bash                                           4.0.17-13       the best shell ever, written by Brian Fox
ii  berkeleydb                                     4.6.21-4p       Oracle's embeddable database engine
ii  bzip2                                          1.0.5-7         compression that's slightly better than gzip
ii  ca.adambell.spectral                           1.0.1-1         blurred album artwork on iOS 7 lockscreen
ii  com.a3tweaks.flipswitch                        1.0.3           Centralized toggle system for iOS
ii  com.codethemed.iconbundles                     0.1-3           Theme icons by bundle identifier without icon filen
ii  com.evad3rs.evasi0n7                           0.3             untethered jailbreak based on evad3rs exploits
ii  com.iky1e.swipeselection                       1.4.1-1         keyboard swipes move cursor & select text
ii  com.iosdevt.ideletephoto                       1.0b-1          delete & save synced photos
ii  com.marcosinghof.noslowanimations              3.0.1-3         speed up slow animations in iOS 7
ii  com.mitchtreece.fancy                          1.2.0           Fancy; the simplest way to colorize iOS 7's UI.
ii  com.my3g                                       7.1.0           Now iOS6 compatible with FACETIME! My3G: Take back 
ii  com.nickf.nownow                               1.2             Google Now voice search everywhere
ii  com.pnre.statusbarfix2                         0.1.2-1         Fix status bar not turning white.
ii  com.rpetrich.rocketbootstrap                   1.0.1           mach lookup support library for iOS 7
ii  com.saurik.substrate.safemode                  0.9.4000        safe mode safety extension (safe)
ii  com.xtm3x.noblur                               0.0.5-7         Disables the lockscreen blur on iOS 7
ii  coreutils                                      8.12-12p        core set of Unix shell utilities from GNU
ii  coreutils-bin                                  8.12-7p         just the /bin folder from GNU coreutils
ii  curl                                           7.33.0-8        flexible multi-protocol file transfers
ii  cy+cpu.arm                                     0               virtual CPU dependency
ii  cy+kernel.darwin                               14.0.0          virtual kernel dependency
ii  cy+lib.corefoundation                          847.21          virtual corefoundation dependency
ii  cy+model.iphone                                5.2             virtual model dependency
ii  cy+os.ios                                      7.0.6           virtual operating system dependency
ii  cydia                                          1.1.9           graphical iPhone front-end for APT
ii  cydia-lproj                                    1.1.8.1         languages and translations for Cydia
ii  darwintools                                    1-4             startupfiletool, sw_vers
ii  de.ng.dockshift                                1.4-2           Change iOS 7 dock backgrounds
ii  debianutils                                    3.3.3ubuntu1-1p pretty much just run-parts. yep? run-parts
ii  diffutils                                      2.8.1-6         compare two files for differences
ii  diskdev-cmds                                   421.7-4         mount, quota, fsck, fstyp, fdisk, tunefs
ii  dpkg                                           1.14.25-9       package maintainance tools from Debian
ii  eu.heinelt.ifile                               2.0.1-1         A File Manager and Viewer. iFile is a file manager 
ii  file-cmds                                      220.7-3         chflags, compress, ipcrm, ipcs, pax
ii  findutils                                      4.2.33-6        indexes and searches filesystems
ii  firmware                                       7.0.6           almost impressive Apple frameworks
ii  firmware-sbin                                  0-1             represents Telesphoreo / iPhoneOS conflicts
ii  gnupg                                          1.4.8-4         older encryption compatible with OpenPGP
ii  grep                                           2.5.4-3         searches files for regular expressions
ii  gsc.720p                                       1               virtual GraphicsServices dependency
ii  gsc.accelerometer                              1               virtual GraphicsServices dependency
ii  gsc.accessibility                              1               virtual GraphicsServices dependency
ii  gsc.additional-text-tones                      1               virtual GraphicsServices dependency
ii  gsc.all-features                               1               virtual GraphicsServices dependency
ii  gsc.allow-you-tube                             1               virtual GraphicsServices dependency
ii  gsc.allow-you-tube-plugin                      1               virtual GraphicsServices dependency
ii  gsc.any-telephony                              1               virtual GraphicsServices dependency
ii  gsc.armv6                                      1               virtual GraphicsServices dependency
ii  gsc.armv7                                      1               virtual GraphicsServices dependency
ii  gsc.assistant                                  1               virtual GraphicsServices dependency
ii  gsc.auto-focus-camera                          1               virtual GraphicsServices dependency
ii  gsc.battery-current-capacity                   64              virtual GraphicsServices dependency
ii  gsc.battery-is-charging                        1               virtual GraphicsServices dependency
ii  gsc.bluetooth                                  1               virtual GraphicsServices dependency
ii  gsc.bluetooth-le                               1               virtual GraphicsServices dependency
ii  gsc.board-id                                   2               virtual GraphicsServices dependency
ii  gsc.camera-flash                               1               virtual GraphicsServices dependency
ii  gsc.cellular-data                              1               virtual GraphicsServices dependency
ii  gsc.chip-i-d                                   35152           virtual GraphicsServices dependency
ii  gsc.contains-cellular-radio                    1               virtual GraphicsServices dependency
ii  gsc.device-class-number                        1               virtual GraphicsServices dependency
ii  gsc.device-supports-face-time                  1               virtual GraphicsServices dependency
ii  gsc.device-supports-navigation                 1               virtual GraphicsServices dependency
ii  gsc.device-supports-simplistic-road-mesh       1               virtual GraphicsServices dependency
ii  gsc.device-supports1080p                       1               virtual GraphicsServices dependency
ii  gsc.device-supports3-d-imagery                 1               virtual GraphicsServices dependency
ii  gsc.device-supports3-d-maps                    1               virtual GraphicsServices dependency
ii  gsc.device-supports4-g                         1               virtual GraphicsServices dependency
ii  gsc.device-supports720p                        1               virtual GraphicsServices dependency
